phase,domain,family,library_class,condition,bug_id,detected,parsed
P10_thirdparty,chardet_dom,codex,third_party,mismatched,P10c_B26,0,1
P10_thirdparty,chardet_dom,codex,third_party,cold,P10c_B27,1,1
P10_thirdparty,chardet_dom,codex,third_party,mismatched,P10c_B27,0,1
P10_thirdparty,chardet_dom,codex,third_party,cold,P10c_B28,1,1
P10_thirdparty,chardet_dom,codex,third_party,mismatched,P10c_B28,0,1
P10_thirdparty,chardet_dom,codex,third_party,cold,P10c_B29,1,1
P10_thirdparty,chardet_dom,codex,third_party,mismatched,P10c_B29,0,1
P10_thirdparty,chardet_dom,codex,third_party,cold,P10c_B30,1,1
P10_thirdparty,chardet_dom,codex,third_party,mismatched,P10c_B30,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B01,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B01,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B02,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B02,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B03,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B03,1,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B04,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B04,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B05,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B05,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B06,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B06,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B07,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B07,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B08,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B08,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B09,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B09,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B10,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B10,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B11,0,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B11,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B12,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B12,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B13,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B13,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B14,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B14,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B15,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B15,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B16,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B16,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B17,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B17,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B18,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B18,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B19,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B19,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B20,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B20,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B21,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B21,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B22,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B22,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B23,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B23,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B24,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B24,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B25,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B25,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B26,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B26,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B27,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B27,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B28,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B28,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B29,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B29,0,1
P10_thirdparty,chardet_dom,opus,third_party,cold,P10c_B30,1,1
P10_thirdparty,chardet_dom,opus,third_party,mismatched,P10c_B30,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B01,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B01,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B02,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B02,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B03,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B03,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B04,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B04,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B05,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B05,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B06,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B06,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B07,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B07,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B08,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B08,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B09,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B09,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B10,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B10,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B11,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B11,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B12,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B12,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B13,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B13,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B14,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B14,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B15,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B15,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B16,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B16,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B17,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B17,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B18,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B18,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B19,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B19,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B20,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B20,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B21,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B21,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B22,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B22,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B23,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B23,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B24,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B24,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B25,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B25,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B26,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B26,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B27,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B27,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B28,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B28,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B29,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B29,0,1
P10_thirdparty,chardet_dom,gemini31,third_party,cold,P10c_B30,1,1
P10_thirdparty,chardet_dom,gemini31,third_party,mismatched,P10c_B30,0,1
